"序号","网址","发帖大类","发帖小类","发帖标题","发帖内容","发帖人","发帖日期","发帖类型","分词结果"
1,611,http://bbs.cehome.com/thread-1145621-1-1.html,挖掘机专区,我爱我挖,之前有小松120杠6e显示器解说图的 发我一下,之前有小松120杠6e显示器解说图的发我一下,挖出来的天下,2017-11-23,,之 前有 小松 120 杠 6e 显示器 解说 图 的   发 我 一下 之 前有 小松 120 杠 6e 显示器 解说 图 的 发 我 一下
1,612,http://bbs.cehome.com/thread-1145620-1-1.html,挖掘机专区,我爱我挖,运气不错,唉  铁甲上手气好。挖机惨了。昨天刚把回转马达搞好，今天发现发动机有问题，  伤不起,问一问天多高,2017-11-23,,运气 不错 唉    铁 甲上 手气 好 。 挖机 惨了 。 昨天 刚 把 回转 马达 搞好 ， 今天 发现 发动机 有 问题 ，    伤 不 起
1,613,http://bbs.cehome.com/thread-1145615-1-1.html,互通有无,配件广告专区,求购三一75机械快换,求购三一75机械快换,日理万机,2017-11-23,,求购 三一 75 机械 快 换 求购 三一 75 机械 快 换
1,614,http://bbs.cehome.com/thread-1145612-1-1.html,挖掘机专区,我爱我挖,总么也挖不平,总么也挖不平,，，，，，,2017-11-23,,总 么 也 挖 不平 总 么 也 挖 不平
1,615,http://bbs.cehome.com/thread-1145609-1-1.html,挖掘机专区,我爱我挖,工作中,,13083651751,2017-11-23,,工作中 
1,616,http://bbs.cehome.com/thread-1145608-1-1.html,挖掘机专区,我爱我挖,各位大神猜猜这是什么品牌什么型号的,欢迎评论区留下你的答案,挖掘者.中国,2017-11-23,,各位 大神 猜猜 这 是什么 品牌 什么 型号 的 欢迎 评论 区 留下 你 的 答案
1,617,http://bbs.cehome.com/thread-1145606-1-1.html,挖掘机专区,我爱我挖,盾构机,第一次见盾构机,手机用户k4LwFLW,2017-11-23,,盾构 机 第一次 见 盾构 机
1,618,http://bbs.cehome.com/thread-1145604-1-1.html,铁甲娱乐,视频 模型 游戏,原创视频,宝宝们感恩节快乐永远健康幸福哦强身健体从我做起,小工兵/破碎锤女汉子,2017-11-23,,原创 视频 宝宝 们 感恩节 快乐 永远 健康 幸福 哦 强身健体 从我做起
1,619,http://bbs.cehome.com/thread-1145602-1-1.html,挖掘机专区,杂谈图库,整了两台小挖,=大挖不景气，整了两台小的玩玩,大大小小挖机机,2017-11-23,原创实拍,整了 两台 小挖 = 大挖 不景气 ， 整了 两台 小 的 玩玩
1,620,http://bbs.cehome.com/thread-1145601-1-1.html,挖掘机专区,我爱我挖,【一起来 就现在】参赛帖,我也参加一下～,60小王子,2017-11-23,,【 一 起来   就 现在 】 参赛 帖 我 也 参加 一下 ～
1,621,http://bbs.cehome.com/thread-1145600-1-1.html,挖掘机专区,我爱我挖,今天卡特70B做保养,,13822668343,2017-11-23,,今天 卡特 70B 做 保养 
1,622,http://bbs.cehome.com/thread-1145598-1-1.html,挖掘机专区,我爱我挖,最爱卡特E型系列,国内还很少啊，都是歪果仁玩剩的才到卖到国内！哪有卖啊，推荐推荐！,VIP998,2017-11-23,,最爱 卡特 E 型 系列 国内 还 很少 啊 ， 都是 歪 果仁 玩 剩 的 才 到 卖到 国内 ！ 哪有卖 啊 ， 推荐 推荐 ！
1,623,http://bbs.cehome.com/thread-1145595-1-1.html,挖掘机专区,我爱我挖,中奖了,中奖了十个铁甲币,留守儿童,2017-11-23,,中奖 了 中奖 了 十个 铁甲 币
1,624,http://bbs.cehome.com/thread-1145592-1-1.html,挖掘机专区,我爱我挖,干活,干活,蓝色山重,2017-11-23,,干活 干活
1,625,http://bbs.cehome.com/thread-1145590-1-1.html,挖掘机专区,我爱我挖,兄弟们，你们挖掘机年产值多少呀？,斗山DH300-7挖掘机，从2016年2月份开始到2017年11月，总共干了14个月，3361小时，产值470540元。扣下司机工资98000元，维修保养和斗齿30000，三大节吃饭唱歌送礼，总计20000。剩下的就是我的了322540，可是呢。现在欠了267540元，甲友们，你说老板这日子还有法过么！谈谈你们吧来个心理安慰吧？,曲胜利,2017-11-23,使用报告,兄弟们 ， 你们 挖掘机 年产值 多少 呀 ？ 斗山 DH300-7 挖掘机 ， 从 2016 年 2 月份 开始 到 2017 年 11 月 ， 总共 干了 14 个月 ， 3361 小时 ， 产值 470540 元 。 扣下 司机 工资 98000 元 ， 维修保养 和斗 齿 30000 ， 三 大节 吃饭 唱歌 送礼 ， 总计 20000 。 剩下 的 就是 我 的 了 322540 ， 可是 呢 。 现在 欠 了 267540 元 ， 甲 友 们 ， 你 说 老板 这 日子 还 有法 过 么 ！ 谈谈 你们 吧 来个 心理 安慰 吧 ？
1,626,http://bbs.cehome.com/thread-1145586-1-1.html,挖掘机专区,我爱我挖,招聘挖机师傅,怀化招聘挖机师傅一名，待遇面谈！13787593107,psj12345,2017-11-23,,招聘 挖机 师傅 怀化 招聘 挖机 师傅 一名 ， 待遇 面谈 ！ 13787593107
1,627,http://bbs.cehome.com/thread-1145585-1-1.html,我与工程机械,道路设备,超载,,DONG哥,2017-11-23,,超载 
1,628,http://bbs.cehome.com/thread-1145583-1-1.html,挖掘机专区,我爱我挖,无尾12吨的挖机有几种,哪位大哥知道说下详细的。小弟先谢谢了,八宝饭,2017-11-23,,无 尾 12 吨 的 挖机 有 几种 哪位 大哥 知道 说下 详细 的 。 小弟 先 谢 谢了
1,629,http://bbs.cehome.com/thread-1145582-1-1.html,挖掘机专区,我爱我挖,【一起来 就现在】回家带儿子,捣鼓半天终于可以传视频了,黄忠,2017-11-23,,【 一 起来   就 现在 】 回家 带 儿子 捣鼓 半天 终于 可以 传 视频 了
1,630,http://bbs.cehome.com/thread-1145580-1-1.html,挖掘机专区,杂谈图库,买双鞋，是个坑,,野性食族,2017-11-23,,买 双 鞋 ， 是 个 坑 
1,631,http://bbs.cehome.com/thread-1145577-1-1.html,挖掘机专区,选购询价,法务机。,甲友门谁知道湘西的徐工售后在哪？,国防破坏者。,2017-11-23,,法务 机 。 甲 友 门 谁知道 湘西 的 徐 工 售后 在哪 ？
1,632,http://bbs.cehome.com/thread-1145575-1-1.html,挖掘机专区,我爱我挖,三一55c-9主溢流阀是哪个,三一55c-9主溢流阀是哪个,手机用户eituyz3,2017-11-23,操作技巧,三一 55c-9 主 溢流阀 是 哪个 三一 55c-9 主 溢流阀 是 哪个
1,633,http://bbs.cehome.com/thread-1145570-1-1.html,我与工程机械,故障咨询,子但头漏油问题,手柄油封总是好漏油！换了新的子但头不到一年又漏了！怎么回事啊！求支招！,石渣厂,2017-11-23,漏油,子 但 头 漏油 问题 手柄 油封 总是 好 漏油 ！ 换了 新 的 子 但 头 不到 一年 又 漏了 ！ 怎么回事 啊 ！ 求 支招 ！
1,634,http://bbs.cehome.com/thread-1145567-1-1.html,我与工程机械,故障咨询,液压油多久会变质,挖机停了4年没用，液压油会不会变质，买回来要换液压油吗？,15995186106,2017-11-23,其他问题,液压油 多久 会 变质 挖机 停了 4 年 没用 ， 液压油 会不会 变质 ， 买回来 要 换 液压油 吗 ？
1,635,http://bbs.cehome.com/thread-1145566-1-1.html,挖掘机专区,我爱我挖,【一起来，就现在】炫舞蓝天,,宏宏火火,2017-11-23,,【 一 起来 ， 就 现在 】 炫 舞 蓝天 
1,636,http://bbs.cehome.com/thread-1145565-1-1.html,我与工程机械,故障咨询,急急急,各位大神帮帮忙,成志林,2017-11-23,显示器报警,急 急急 各位 大神 帮帮忙
1,637,http://bbs.cehome.com/thread-1145563-1-1.html,我与工程机械,故障咨询,卡特330c的c-9发动机改装五十铃6hk1直喷发动机，怎么改？ ...,各路大神，小弟有台老爷卡特330c，c-9发动机，想改装五十铃6hk1直喷发动机，可行吗？最主要的是液压比例电磁阀怎么匹配？泵功率和发动机功率如何同步？（老爷机卖不出什么价钱，目前性能杠杠的，就是喷油器难搞，所以想直接换台直喷发动机）求解。,电喷任性,2017-11-23,其他,卡特 330c 的 c-9 发动机 改装 五十铃 6hk1 直喷 发动机 ， 怎么改 ？  ... 各路 大神 ， 小弟 有 台 老爷 卡特 330c ， c-9 发动机 ， 想 改装 五十铃 6hk1 直喷 发动机 ， 可 行吗 ？ 最主要 的 是 液压 比例 电磁阀 怎么 匹配 ？ 泵 功率 和 发动机 功率 如何 同步 ？ （ 老爷 机 卖 不出 什么 价钱 ， 目前 性能 杠杠 的 ， 就是 喷油器 难 搞 ， 所以 想 直接 换台 直喷 发动机 ） 求解 。
1,638,http://bbs.cehome.com/thread-1145561-1-1.html,挖掘机专区,我爱我挖,【一起来 就现在】收工回家,,13775573311,2017-11-23,,【 一 起来   就 现在 】 收工 回家 
1,639,http://bbs.cehome.com/thread-1145557-1-1.html,我与工程机械,故障咨询,神钢260打车突然冒大烟，一会又好了，咋回事？,早上干活没事，停一会在打车突然冒大烟，灭车泵油还不好，过了一会又好了怪什么啊,15898238969,2017-11-23,其他冒烟问题,神钢 260 打车 突然 冒 大烟 ， 一会 又 好了 ， 咋回事 ？ 早上 干活 没事 ， 停 一 会在 打车 突然 冒 大烟 ， 灭 车 泵油 还 不好 ， 过了 一会 又 好了 怪 什么 啊
1,640,http://bbs.cehome.com/thread-1145555-1-1.html,我与工程机械,装载机,求教老司机，装载机方向盘有间隙，总是恍，是咋回事？,车子方向盘有间隙是咋回事，应该怎么解决，是怎么造成的，求指教，谢谢。开起来遇到不平的路，前面总晃，怎么办？,富贵险中求,2017-11-23,生活杂谈,求教 老 司机 ， 装载机 方向盘 有 间隙 ， 总是 恍 ， 是 咋回事 ？ 车子 方向盘 有 间隙 是 咋回事 ， 应该 怎么 解决 ， 是 怎么 造成 的 ， 求 指教 ， 谢谢 。 开起来 遇到 不平 的 路 ， 前面 总 晃 ， 怎么办 ？
1,641,http://bbs.cehome.com/thread-1145553-1-1.html,挖掘机专区,我爱我挖,求带,刚学会的挖机有那位师傅可以带一下吗谢谢了！加微信13615768702,手机用户bejsz37,2017-11-23,,求 带 刚 学会 的 挖机 有 那位 师傅 可以 带 一下 吗 谢 谢了 ！ 加 微 信 13615768702
1,642,http://bbs.cehome.com/thread-1145552-1-1.html,挖掘机专区,我爱我挖,干活,干点小活,遂宁……俊男！！！,2017-11-23,,干活 干点 小 活
1,643,http://bbs.cehome.com/thread-1145549-1-1.html,我与工程机械,装载机,调头，顺便看景,,铁工机,2017-11-23,,调头 ， 顺便 看 景 
1,644,http://bbs.cehome.com/thread-1145544-1-1.html,挖掘机专区,我爱我挖,神钢210-6e收中臂的时候速度慢,神钢210-6e收中臂的时候慢，伸中臂出去的时候速度明显比收的时候快，伸出去是正常的，收的时候慢，没力气是怎么回事？分配阀的排气阀，和保持阀都检查了没问题，提升器，和电磁阀也都没问题，是怎么回事？谢谢，搞蒙了，脑壳疼！,18007308423,2017-11-23,,神钢 210-6e 收 中 臂 的 时候 速度慢 神钢 210-6e 收 中 臂 的 时候 慢 ， 伸 中 臂 出去 的 时候 速度 明显 比 收 的 时候 快 ， 伸出去 是 正常 的 ， 收 的 时候 慢 ， 没 力气 是 怎么回事 ？ 分配阀 的 排气阀 ， 和 保持 阀 都 检查 了 没问题 ， 提升 器 ， 和 电磁阀 也 都 没问题 ， 是 怎么回事 ？ 谢谢 ， 搞 蒙 了 ， 脑壳 疼 ！
1,645,http://bbs.cehome.com/thread-1145543-1-1.html,挖掘机专区,选购询价,小挖机买什么牌的好！,看了两个多月的车，花的路费也不少了，总是找不到合适的二手小挖，好的天价，烂的看不上，在看下去得等到过年都买不到合适的，打算买个新的小挖，大家给推荐推荐买什么牌子的好，主要干农村杂活，开山路，斗山75杠9  三一75杠9  神钢75杠八  小松70杠8  卡特307  日立70杠5改选哪个好，手头只有43个。,手机用户cfglqy8,2017-11-23,,小 挖机 买 什么 牌 的 好 ！ 看了 两个 多月 的 车 ， 花 的 路费 也 不 少了 ， 总是 找不到 合适 的 二手 小挖 ， 好 的 天价 ， 烂 的 看不上 ， 在 看下 去得 等到 过年 都 买不到 合适 的 ， 打算 买个 新 的 小挖 ， 大家 给 推荐 推荐 买 什么 牌子 的 好 ， 主要 干 农村 杂活 ， 开 山路 ， 斗山 75 杠 9   三一 75 杠 9   神钢 75 杠 八    小松 70 杠 8   卡特 307   日立 70 杠 5 改选 哪个 好 ， 手头 只有 43 个 。
1,646,http://bbs.cehome.com/thread-1145541-1-1.html,互通有无,招聘求职,重庆渝北求斗山150驾驶员。,技术过硬的欢迎来电13594324225,挖机刘老二,2017-11-23,重庆,重庆 渝 北 求 斗山 150 驾驶员 。 技术 过硬 的 欢迎 来电 13594324225
1,647,http://bbs.cehome.com/thread-1145540-1-1.html,互通有无,招聘求职,找挖机驾驶员,斗山300反手，工资8000包吃住电话13950504599,重庆啊杰,2017-11-23,重庆,找 挖机 驾驶员 斗山 300 反手 ， 工资 8000 包 吃住 电话 13950504599
1,648,http://bbs.cehome.com/thread-1145537-1-1.html,挖掘机专区,我爱我挖,【我的铁甲日记第187天】这花开得好,漂亮,宏宏火火,2017-11-23,,【 我 的 铁甲 日记 第 187 天 】 这 花开 得好 漂亮
1,649,http://bbs.cehome.com/thread-1145534-1-1.html,挖掘机专区,我爱我挖,关于液压泵电磁比例阀。,本人从淘宝上买了个320c液压泵电磁阀，用了第一个情况挺好速度也挺快，但是用了不到一个月就坏掉了，里面线圈断了，于是人家又给我换了一个，换了一个便宜国产的，这个国产的用的不稳定，每次用之前还得重新拔一下插头。于是本人又从别店买了个，装上根本不管用效果很不好，他说让我换个进口的比这贵300块钱，我又换了进口的，现在还没到货，一个电磁阀质量怎么这么没有保障？难道真是是一分价钱一分货吧！,jiangtao,2017-11-23,,关于 液压泵 电磁 比例阀 。 本人 从 淘宝 上 买了 个 320c 液压泵 电磁阀 ， 用了 第一个 情况 挺好 速度 也 挺快 ， 但是 用了 不到 一个月 就 坏 掉了 ， 里面 线圈 断了 ， 于是 人家 又 给我 换了 一个 ， 换了 一个 便宜 国产 的 ， 这个 国产 的 用 的 不稳定 ， 每次 用 之前 还得 重新 拔 一下 插头 。 于是 本人 又从 别 店 买了 个 ， 装上 根本 不管用 效果 很 不好 ， 他 说 让 我 换个 进口 的 比 这 贵 300 块钱 ， 我 又 换了 进口 的 ， 现在 还没 到货 ， 一个 电磁阀 质量 怎么 这么 没有 保障 ？ 难道 真是 是 一分 价钱 一分货 吧 ！
1,650,http://bbs.cehome.com/thread-1145532-1-1.html,挖掘机专区,我爱我挖,连续签到18天领车贴。,连续签到十八天。。如图所示，在通知消息中查找。点开链接。正确填写地址。。然后就坐等车贴吧！,手机用户bfkvwx4,2017-11-23,,连续 签到 18 天 领 车 贴 。 连续 签到 十八天 。 。 如图所示 ， 在 通知 消息 中 查找 。 点开 链接 。 正确 填写 地址 。 。 然后 就坐 等车 贴 吧 ！
1,651,http://bbs.cehome.com/thread-1145529-1-1.html,挖掘机专区,我爱我挖,日立200-3斜坡驾驶室门朝下油门加不上，在线等,日立200-3斜坡驾驶室门朝下油门加不上，平底正常，驾驶室门朝上也正常，就是朝下加油门没反应，,逗逗里有糖,2017-11-23,,日立 200-3 斜坡 驾驶室 门 朝下 油门 加 不 上 ， 在线 等 日立 200-3 斜坡 驾驶室 门 朝下 油门 加 不 上 ， 平底 正常 ， 驾驶室 门 朝上 也 正常 ， 就是 朝下 加 油门 没反应 ，
1,652,http://bbs.cehome.com/thread-1145524-1-1.html,我与工程机械,故障咨询,卡特320B，求大师指点,怠速就出现报警，吃力时候又出现的,15813777074,2017-11-23,机油压力报警,卡特 320B ， 求 大师 指点 怠 速 就 出现 报警 ， 吃力 时候 又 出现 的
1,653,http://bbs.cehome.com/thread-1145523-1-1.html,挖掘机专区,我爱我挖,铁甲币,怎么邀请人变成30了,欣妍,2017-11-23,,铁甲 币 怎么 邀 请人 变成 30 了
1,654,http://bbs.cehome.com/thread-1145509-1-1.html,挖掘机专区,我爱我挖,这个有劲,前后驱动拖拉机18马力拉这么多,挖遍平原,2017-11-23,,这个 有劲 前后 驱动 拖拉机 18 马力 拉 这么多
1,655,http://bbs.cehome.com/thread-1145507-1-1.html,铁甲娱乐,视频 模型 游戏,原创视频,,老西儿铲车,2017-11-23,,原创 视频 
1,656,http://bbs.cehome.com/thread-1145505-1-1.html,挖掘机专区,我爱我挖,各位甲友，请问三一215-8的液压压力是多少,求解,手机用户ve7bZlV,2017-11-23,使用报告,各位 甲 友 ， 请问 三一 215-8 的 液压 压力 是多少 求解
